customer_comment,lr_lead_status_name
notes cesar flores partner,closed
cell is his wife beckys,closed
hc,closed
client found listing of mine and liked the reviews have on my website,closed
elizabeth was seeking home that would fit her family of blended historical family including adult child with live in girl friend year old very active mother and herself busy hardworking er nurse,closed
has wants property in newport area acres with four bedroom home,closed
this lead is for brenda garza the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
closed on dockside unit,closed
bought the spots at white oak shores in,closed
client type denver,closed
client type englewood,closed
client type denver,closed
client type centennial,closed
client type denver,closed
client type castle rock,closed
usaa navy fed shaw,closed
bni,closed
house mover wants to purchase land in gc murrells inlet area,closed
cash buyer escrowed funds for minor repairs on house returning april th,closed
thru zip,closed
scheduled to close on norton rd radnor ohio on may,closed
mom to patina fry,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
coe at new york based clients and moved to california in june stayed at airbnb for months have one dog named bubbles married to jonathan resident physician at ucla she works for google at closing suggested to do living trusts or tod and to extend to her father as well the necessity to avoid probate,closed
st time home buyer needs lender recommendations,closed
referral from jayme christiansen,closed
family referral,closed
just signed purchase agreement for waxwing ln,closed
profile notes open house from hector,closed
kayle martin,closed
client type active,closed
natashia referral from arisha online lead,closed
purchase home fsbo protor dr waco tx,closed
client type denver,closed
client type colorado springs,closed
client type aurora,closed
client type pending,closed
client type,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
referral from jayme christiansen caitlin is engaged to marry christopher swayze,closed
would like to inquire about the property at authement houma la,closed
nick kirschman soi,closed
looking at resales,closed
purchased french park lane for mom,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
notes closed client imported from austin excel sheet dec,closed
this lead is for christopher smith the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to program lender is navy federal credit union,closed
nfcu closed buyer,closed
boosted post on buyer wapato example,closed
client type unassigned,closed
client type unassigned,closed
referral from frank dilenschneider,closed
military family looking for rental under mo character in brenham hempstead bellville will purchase down the road,closed
gender male marital status married military branch usa military status active mortgage pre qualified no property types single family home price range,closed
travis cell noted above closed on highgrove ct griffen park in hinesville on,closed
closed on rev park,closed
usaa referral pre approved for up to with usaa looking at north or east sides of terre haute no south end prefer an updated bedroom and bath home with wood floors except in the bedrooms would like fenced yard have dog car garage meeting with the buyers at our office on april th to begin the home search process,closed
hi it me,closed
closed on st johns dr in hampton va,closed
purchased market way in courtyards of harrisburg,closed
lead source friend zip,closed
desmond is the oldest son of edith ann very closed friend like niece they have dogs he works as nurse in the glendora area,closed
partner of desmond ann and future fiancee one big dog and one small dog very nice sweet girl from cebu promised smart home devices as gifts,closed
purchasing cline dr copperas cove tx,closed
client type unassigned,closed
client type unassigned,closed
ra tom colucci rni new england requested agent donna bird denver central co office tom colucci is the broker of record for rni in colorado he has provided customer information to donna bird donna is in touch with the clients and they have an appointment to look at properties on referral fee,closed
lives in chicago and looking to purchase wanted to give him better platform to search for homes on than zillow or trulia,closed
client type active,closed
client type active,closed
client type active,closed
quicken lead closed on jeremy dr cal city,closed
referral from drew huber,closed
bought jim easterling rd richton,closed
found me on the internet moving from conneticut relocating for work with hartford insurance company,closed
this lead is for captain fanta mballow the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to,closed
melanie,closed
referral from tony,closed
gender male marital status divorced military branch usn military status active mortgage pre qualified yes property types single family home price range,closed
broker broker home finding referral,closed
this lead is for tierney fairchild the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
sold her her house at market on sherry conklin was listing agent,closed
ida eric everett toms beautiful family and treasured friends,closed
client will be in the area on the th th to look at homes this is ra brother marital status divorced asked permission yes,closed
bought egan rd evans,closed
closed on townhouse in april and converted prior residence to rental,closed
husband is tipton dale karr wooded way bertram tx,closed
hc,closed
client type unassigned,closed
client type unassigned,closed
client type unassigned,closed
client type unassigned,closed
this lead is for andrew pankratz the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
quicken lead closed on jeremy dr cal city,closed
home finding usaa referral,closed
broker to broker hf referral,closed
cash buyer looking under,closed
lead router,closed
married to becky cavender closed on outer drive,closed
this lead is for staff sergeant matthew cave the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
client type aurora,closed
client type aurora,closed
client type aurora,closed
client type aurora,closed
client type aurora,closed
referral from richard,closed
this lead is for cinthia wilson the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
open house in la jolla from,closed
client type unassigned,closed
client type unassigned,closed
dillon is with property seller solutions,closed
closed on williams dr,closed
closed boca greens,closed
this gives you access to mls to search for homes,closed
this lead is for jose malave the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
test,closed
rogers school teacher,closed
this was soi family and friend it was entered in error by me and nancy uhlman ok this with you ronald schiller com,closed
client type unassigned,closed
client type unassigned,closed
client type unassigned,closed
client type unassigned,closed
client type unassigned,closed
barabes purchased house on lake huron last summer asking for review from our deal,closed
im interested in bird bay dr unit,closed
notes closed client imported from austin excel sheet dec,closed
got preapproval letter will bring it in,closed
soi closed,closed
married to silvana,closed
we signed listing agreement on jan th and listed mar closing apr nd cash purchase sold in days thank you lord,closed
opcity lead looking for mobile home budget of mo is in talks with fifth third for personal loan so that they can pay cash looking for or she works for advance america on hillsborough ave in tampa he is an automotive technician on us in pinellas park she yo he yo no pets living with daughter in largo right now they will check with bank tomorrow will set them up on search,closed
usaa home finding referral,closed
client is looking to buy home in central or south san diego for her daughter and her family to rent submitted offer for newton on,closed
client type unassigned,closed
closed sale scott mr howards grandaughter,closed
just closed horton rd house an have land under contract,closed
usaa purchased jowett st bangor maine,closed
bought bronson on,closed
would like to inquire about the property at hickory st smithland ia the phone number above call after pm or call,closed
would like to inquire about the property at jetton street davidson nc,closed
this lead is for govany frances the cartus case number is please contact by phone prequalification was not received not first time buyer program lender is navy federal credit union,closed
this lead is for regina pena the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
this lead is for staff sergeant edward genthner the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
hi is this still available and can bring two girls over to see tomorrow saturday both are early they have two lb yr old lap dogs thanks feel free to text call email regarding the property at hall st dallas,closed
this lead is for bianca highsmith the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
would like to inquire about the property at upland drive greenville nc property details,closed
century real estate llc all rights reserved century real estate llc fully supports the principles of the fair housing act and the equal opportunity act each office is independently owned and operated century and the century logo are service marks owned by century real estate llc nothing in this document is intended to create an employment relationship with this company or century real estate llc,closed
would like to inquire about the property at bolton ct somerset nj property details,closed
am interested in this rental and would like to schedule viewing please let me know when this would be possible,closed
im interested in wallace cove rd,closed
im interested in sand hill rd apt do you alow dogs have yr old yr old both house dogs on leash all the time,closed
what are the condo fees for san marco road marco island,closed
received email via internet no verbal communication with member please confirm assigned agent is team compliant special features comments property details sq ft sq ft marital status married price range specifics agent detailed in helping us walk through the process prequalified yes prequalified amount prequalified by usaa new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs husband is active duty and retiring in june leasae on rental is up end of june,closed
special features comments property details sq ft sq ft asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for kara halfaker the cartus case number is please contact by phone prequalification was received first time buyer price range is to,closed
im interested in elk trl apt please let me know when can walk the property also have few questions as well,closed
would like more information regarding the property at stanton dr weston,closed
gender male marital status divorced mortgage pre qualified no property types single family home new construction price range,closed
purchased south th street lindenhurst,closed
would like to inquire about the property at orem ut property details,closed
comments customer permission was asked for,closed
this lead is for marina burdick the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
would like to inquire about the property at emmett avenue lawton ia property details,closed
gender male marital status married military branch usmc military status separate mortgage pre qualified yes property types single family home price range,closed
re marion kiefers closing,closed
comments referring agent relation to customer buyer agent familiar area yes prequalified yes style desired condo townhome customer permission was asked for,closed
rush referral will be in town would like to see homes just sold home in murrieta ca all cash buyer please have aa call ra first philip justice at need an agent with years experience who will take excellent care of clients experienced top producer who knows the area well and will keep in touch with ra through the life of the referral thank you,closed
comments customer permission was asked for,closed
comments please match customers with me as their buying agent we are pending on home as of referring agent relation to customer friends familiar area no in home date june prequalified yes customer permission was asked for,closed
only looking in milton special features comments property details sq ft sq ft marital status divorced best time to call after pm pref text familiar area yes price range employer milton fl spouse employer milton fl prequalified yes prequalified amount prequalified by usaa first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to tt mr mbr pre qual usaa va loan first time buyer nothing to sell really open and flexible on move in date no rush to move wants to find perfect home able to view homes nights and weekends prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder no agent selection criteria va loan experience first time buyer experience offer more details patient do not rush incentive discussed hf cash reward available fl,closed
best time to call anytime familiar area yes price range specifics pcs in january will try to go to fl in mid december prequalified amount new home type single family new construction new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home age new yrs new home special needs initial call template discussion points personal using va loan spoke with mr and mrs hopfensperger hes mortgage discussion mtg program down etc misc mtg notes mortgage status gave lender mortgage discussion nfcu did you ask for ssa if it is nfcu file yes no yes best contact method time cell time agent qualities willing to work for the mmeber patient willing to work fast and efficent prior contact no comments placed other side no renting out comments bonus discussed cash bonus available in fl corporate relocation benefits no comments other services offered pods budget truck rental please complete all fields please put in comment field in hem to be sent to the broker,closed
would like to view property,closed
price range specifics senior seller that knowledgeable and can quickly provide support on any issues or concerns employer hurlburt fld prequalified amount first time buyer yes new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs customer name roy lizardo spouse name if applicable mailing address city state and zip schneider dr ft walton bch fl contact information home phone business phone cell phone additional mail address preferred contact method please specifye mail have you been in contact with any real estate agent please specify if yes please provide the name of the real estate company and the agent scheduled move date what qualities are you looking for in an agent senior seller that knowledgeable and can quickly provide support on any issues or concerns please add any additional information that you would like the real estate agent to know about your move currently deployed returning in roughly month is this military move or job related move please specify military home finding information date of scheduled house hunting trip if applicable are you st time buyer please specifyyes have you been pre approved for mortgage loan please specify if yes by whom nfcu price range destination navarre gulf breeze fwb niceville valparaiso type of home please specify bedrooms bathrooms age of home employer and maximum commute time hurlburt fld,closed
usaa to htg is referring to end see file aa must be background checked and special features comments property details sq ft sq ft marital status married asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
would like to see this property if possible have been pre qualified by mike tracy merrimack mtg thank you julie,closed
hes agr in mkt hf thank you special features comments property details sq ft sq ft marital status single asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for laura murphy the cartus case number is please contact by email prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
im interested in main st wanamingo mn asap pre approved,closed
comments heather and joel were referred to me by previous customer joel is navy federal member referring agent relation to customer agent customer has had contact with an agent contact has been with coldwell banker tracy jennette familiar area yes in home date prequalified yes customer permission was asked for,closed
this lead is for danielle mosier the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
mbr orders were cancelled he is staying in pensacola and would like to start hf special features comments property details sq ft sq ft marital status divorced price range prequalified amount new home type new construction single family new home sqft sq ft new home garage size new home lot size acres,closed
comments would prefer screened back patio and side entry garage referring agent relation to customer previous customer referral customer has had contact with an agent contact has been with tonya zimmern coldwell banker familiar area yes in home date first of april prequalified no customer permission was asked for,closed
this lead is for randal alexander the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
im interested in harbour ridge dr,closed
comments will be working with this client directly not to be referred to any other agent confidential referral referring agent relation to customer customer permission was asked for,closed
no placement note special features comments property details sq ft sq ft marital status married best time to call anytime price range employer air force prequalified yes prequalified amount prequalified by ask member new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type attached new home special needs usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to explained program to ms mbr prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder yes agent name stephanie schulte broker name era type of prior contact communication only enter more details or other prior contact here if necessary agent selection criteria select agent criteria type additional agent criteria here if needed agent request requested agent name type requested agent name if the requested agent is not available is the member okay with working with any team agent select an option enter more details if needed loan originator contact information name type loan originator name phone number loan originator phone number incentive discussed hf cash reward available fl lst cash reward available al,closed
no placement note special features comments property details sq ft sq ft marital status single best time to call wants buyer agent yes price range specifics no hh date set employer air force prequalified yes prequalified amount prequalified by usaa first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs prequal usaa mort usaa broker template comments rec will be angelia douglas spoke with mr preferred contact method time preference cell phone prior contact type length of contact none if yes explain concerns about move special needs agent qualities must direct to mortgage usaa mortgage mortgage status unknown loan type referred to usaa mort incentive discussed yes hf cash bonus available in florida lst,closed
would like to inquire about the property at lot indian point lane cochrane wi property details,closed
familiar area yes price range specifics chesapeake trl cantonment fl mbr would like the property tax and insurance garage split fl plan master bedroom on one side and other bedroom on other side more than sf prequalified amount new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type attached new home special needs nfcu initial call template name esther prior contact verbal mail phone in person with seller or builder no comments discussion points chesapeake trl cantonment fl mbr would like the property tax and insurance garage split fl plan master bedroom on one side and other bedroom on other side more than sf moving time frame months mortgage discussion mortgage status already spoke to lender comments did you ask for ssa if it is nfcu file yes no yes best contact method time cell time after pm agent criteria more than yrs of experience placed other side no already bought sold comments incentive may be available home finding cash bonus fl listing cash bonus fl corporate benefits no please complete all fields please put in comment field in hem to be sent to the broker,closed
best time to call hi time pm price range specifics mbr will be in fl in march he will see the home on email fancing back yard washer dryer if inculude that will be great prequalified amount first time buyer yes new home type single family new home sqft sq ft new home kitchen island new home garage size new home lot size acres new home garage type no preference new home age yrs new home special needs nfcu initial call template name grijalva prior contact verbal mail phone in person with seller or builder yes comments discussion points mbr will be in fl in march he will see the home on email fancing back yard washer dryer if inculude that will be great moving time frame months mortgage discussion mortgage status pre qualified did you ask for ssa if it is nfcu file yes no yes best contact method time choose one time agent criteria placed other side no ftb comments incentive may be available home finding cash bonus fl listing choose one corporate benefits no please complete all fields please put in comment field in hem to be sent to the broker,closed
no placement note special features comments property details sq ft sq ft marital status married best time to call after pm cst familiar area yes price range specifics niceville hs school district employer commute not an issue prequalified amount first time buyer yes new home type new construction single family new home sqft sq ft new home garage size new home lot size acres new home special needs usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to tt mbr who is looking to purchase new home for prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder no agent selection criteria va loan experience knowlegable informative looks out best interest great communication skill experienced incentive discussed hf cash reward available fl lst select cash reward option state,closed
comments meagan caudill and will be representing the shea family in their house hunt they have been in touch with us and have just secured their pre approval so we will get some home tours scheduled asap referring agent relation to customer agent customer permission was asked for,closed
no placement note special features comments property details sq ft sq ft marital status separated best time to call prefers email price range specifics navarre florida employer us army prequalified yes prequalified amount prequalified by usaa first time buyer yes new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs stephen hodgson email general information buying no na no na someone with flexible schedule and great negotiating skills military move yes report july th and would like to have home purchased and closed on prior to buying information months na yes navarre florida single family home bedroom us army minutes yes usaa,closed
this lead is for shannon barwick the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to,closed
would like more information regarding the property at midstate loop clewiston fl that found on realtor com,closed
gender male marital status married military branch usaf military status active mortgage pre qualified no property types single family home price range,closed
is there any chance could see the home on friday april th,closed
no placement note special features comments property details sq ft sq ft marital status divorced best time to call anytime familiar area yes wants buyer agent yes price range specifics not the west side boyfriend lives in pensacalo prequalified yes prequalified amount prequalified by usaa mtg conventional first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs usaa broker template comments sw ms explained rec role cb in fl ready to buy st home spoke with ms preferred contact method time anytime preference cell phone ms prior contact type length of contact none if yes explain concerns about move special needs agent qualities patient with st time home buyer and familiar with the area must direct to mortgage usaa mortgage mortgage status not specified loan type incentive discussed yes hf cash bonus available in fl lst,closed
no placement note special features comments property details sq ft sq ft marital status married best time to call after am pm asked permission yes price range specifics br bath some land if possible acre prequalified amount first time buyer yes new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs initial call template discussion points personal br bath some land if possible acre close to groceries by mins spoke with mr sathiem sukhakanya best contact method time cell time am pm agent qualities good with veterans and va home loan experience prior contact no comments placed other side no other see comment comments bonus discussed cash bonus available in corporate relocation benefits no comments other services offered home express budget easy tour please complete all fields please put in comment field in hem to be sent to the broker,closed
hello greg,closed
gender male marital status married military branch usa military status active mortgage pre qualified yes property types single family home price range,closed
this lead is for casandra gutierrez the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for staff sergeant curtis pinder the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
agr approved annie greene special features comments property details sq ft sq ft marital status divorced best time to call va asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
would like more information regarding the property at oak ln fort myers fl that found on realtor com,closed
see you have moved but can you recommend realtor to give us an honest valuation on our chamberland house and property we might be selling but we know we need valuation for estate purposes hope all is well my inquiry is in reference to contact informationfirst name davislast name van winkleemail davis comphone alternate phone agent shippen brightdefault office portsmouthoffice phone direct phone ext agent cell agent email ship bright com,closed
hi mrs braun you were recommended to me by friend and when you get chance id love to get in contact with you thanks sean,closed
would like more information regarding the property at wiggins ln in cantonment,closed
have at lot at lehigh acres which would like to sell this lot is on my name and my sisters name my sister passed away last february have an original death certificate the lot is at highland avenue lehigh acres fl please let me know what can get for this lot and the expenses please contact me for further information and let me know what do need to do,closed
would like to inquire about the property in west bend wi mls property details,closed
requesting cheryl holds,closed
is this property still available to rent,closed
gender female marital status married military branch usaf military status active mortgage pre qualified no property types single family home price range,closed
comments referring agent relation to customer realtor customer permission was asked for,closed
this lead is for tyrone packnett the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
comments customer request to work with me referring agent relation to customer past customer customer has had contact with an agent contact has been with milly burleson customer permission was asked for,closed
looking in deltaville,closed
bonjour je suis interesse vendre ma maison je cherche un francophone parlant couramment je reside mission hills et jai recemment achete une maison mills valley en raison dun transfert de travail je vous remercie amelie moreau my inquiry is in reference to,closed
gender male marital status divorced military branch usa military status separate mortgage pre qualified yes property types single family home price range,closed
would like to inquire about the property at central ave beloit wi,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at special features comments property details sq ft sq ft best time to call evenings familiar area yes price range specifics prequalified amount first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type attached new home special needs initial call template discussion points personal looking to purchase single family home in the vacaville area spoke with mr eric coral hes mortgage discussion mtg program down etc misc mtg notes mortgage status unknown mortgage discussion yes did you ask for ssa if it is nfcu file yes no yes best contact method time cell time evenings agent qualities professional prior contact no comments placed other side no other see comment comments not needed bonus discussed cash bonus available in ca corporate relocation benefits no comments other services offered pods budget truck rental please complete all fields please put in comment field in hem to be sent to the broker,closed
would like more information regarding the property at elk trl apt in carol stream,closed
this lead is for brian clark the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
gender male marital status single mortgage pre qualified yes property types single family home price range,closed
phone time lead agent comments steven kohl sjk ak com call on mill street gentryville indiana,closed
would like to make an appointment to see the property at park street boscobel thanks,closed
would like more information regarding the property at elk trl apt carol stream is this rentable for investment,closed
gender male marital status single military branch usa military status active reserve mortgage pre qualified yes property types single family home price range,closed
this is backed in referral due to close please get acceptance and upload accounting sheet to home base client is patricia sturghill aa is martin albers ra is lyn albers buying tappen dr saint louis mo trident number is pending,closed
questions about the property at cr liverpool tx,closed
would like to inquire about the property at george allen drive other ms property details,closed
this lead is for kellen data the cartus case number is please contact by phone prequalification was received first time buyer price range is to program lender is navy federal credit union,closed
im interested in jamestown rd,closed
appointment informationdate time anymessage,closed
its too noisy here need to sell but also need an appraisal or advice how long have to wait before sell so can move into nicer house,closed
member has been in contact with real estate agent tonya zimmern for over weeks and would like to continue working with agent through program thank you special features comments property details sq ft sq ft marital status engaged best time to call pm cst price range employer us air force prequalified amount new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to spoke to mr dunn explained program agreed to two day follow up prior contact has mbr had any communication including verbal mail phone in person online etc with an agent seller or builder yes agent name tonya zimmern broker name coldwell banker residential real estate type of prior contact communication only member has been working with agent for over weeks and would like to continue working with agent through program agent selection criteria none type additional agent criteria here if needed agent request requested agent name tonya zimmern if the requested agent is not available is the member okay with working with any team agent no enter more details if needed incentive discussed hf cash reward available fl lst cash reward available state,closed
comments referring agent relation to customer realtor customer has had contact with an agent contact has been with sherry martin coldwell banker residential nwf familiar area yes in home date august september customer permission was asked for,closed
would like more information regarding the property at garden stone ln brandon,closed
marital status married asked permission yes familiar area yes new home type single family new home special needs need home with acreage for chickens and small animals first time home buyers pre approval in process jenny is the step daughter of the ra,closed
this lead is for john love the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
would like to inquire about the property at cushing drive punta gorda fl property details,closed
this lead is for james use the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for jeffery scott pressley the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for specialist jennifer fredricks the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
comments under contract and scheduled to close late may referring agent relation to customer buyer agent prequalified yes style desired new construction customer permission was asked for,closed
marital status single best time to call co any familiar area yes wants buyer agent yes price range specifics va loan prequalified yes prequalified by usaa first time buyer yes new home type single family new home garage type no preference new home special needs usaa broker template setting the broker agent up for success recap of conversation sw mr senior airman explained cash bonus in co rec role ready to buy st home must be good listner knows areas well paitent aa lives locally can hf anytime important usaa mortgage update effective the usaa mortgage pre approval letter is replacing the usaa mortgage pre qualification letter loan originator contact information name va usaa phone number loan originator phone number incentive discussed hf select cash reward option co lst select cash reward option state,closed
this lead is for lindsey labarge the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to no program lender specified,closed
home finding referral usaa,closed
are you available to show new construction tomorrow in aiken,closed
would like to inquire about the property at jolly road winterville nc property details,closed
gender male marital status married military branch usaf military status active mortgage pre qualified no property types single family home townhouse price range,closed
comments we are under contract with kimberlie birr coldwell banker residential ecu executed contract date for citrine circle in crestview referring agent relation to customer buyer agent in home date april prequalified yes style desired existing sfr customer permission was asked for,closed
no zip code preference special features comments property details sq ft sq ft marital status single best time to call pst price range specifics east hill neighborhood employer nas pensacola prequalified yes prequalified amount prequalified by usaa first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to tt ms mbr pcs orders in april first time buyer nothing to sell pre qual online usaa va loan no pets or kids right now will have dog will not be able to travel to pensacola but parents can come look at homes if needed they are on the east coast ny prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder no agent selection criteria va loan experience knowledge first time buyer experience offer more details incentive discussed hf cash reward available fl,closed
cooper oaks dr se smyrna ga am interested in cooper oaks dr se smyrna ga would like to see the house please you can reach me at,closed
this lead is for captain mathew kilcrease the cartus case number is please contact by phone prequalification was not received first time buyer price range is to,closed
im interested in paseo aguila unit am now in tucson beginning my search for new home,closed
would like more information regarding the property at knight dr saltillo,closed
thursday or friday late afternoon evening,closed
this lead is for rosemarie prochelo the cartus case number is please contact by phone prequalification was not received not first time buyer please leave voice message if no answer,closed
gender female marital status married military branch usn military status active mortgage pre qualified yes property types single family home price range,closed
still on the market,closed
this lead is for miguel laureano gribaldi the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
dear mr robert welch am your neighbor at oak park dr also you have been the seller broker when bought my house,closed
from graebel do not refer the transferee to mortgage company ee will be working near the airport wants to keep commute within minutes planning on moving family june th from nc children in middle school high school mandi wife will be the main point of contact she is very prepared will have done her research and have houses she will want to see during the home finding trip will need to find their home during this trip will be very unhappy if that does not happen,closed
would like more information regarding the property at rollins dr in elgin,closed
mbr is ready for contact has va loan is parker spencer if team agent or agent with certification already special features comments property details sq ft sq ft marital status married best time to call oh call after pm price range prequalified yes prequalified amount prequalified by new home type single family new home sqft sq ft new home garage size new home lot size acres new home special needs mbr has pe approval,closed
hi linda you helped us with our purchase last year and we unfortunately need to sell this year eastbluff highlands well be in the area tomorrow afternoon and saturday if you are available thank you my inquiry is in reference to contact informationfirst name rebeccalast name gardneremail rebecca scott comphone alternate phone agent linda fieldsdefault office center harboroffice phone direct phone agent cell agent email linda fields com,closed
no placement note special features comments property details sq ft sq ft marital status married asked permission yes familiar area yes price range specifics large backyard walnut creek pleasnt hill martinez prequalified yes prequalified amount prequalified by usaa new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs recap of conversation please include special comments brief overview who you spoke to lori schlaeguada va loan experience incentive discussed hf cash reward available ca lst select cash reward option state,closed
gender female marital status married mortgage pre qualified yes property types single family home price range,closed
placement notes interested in clayton price point special features comments property details sq ft sq ft marital status married price range employer centene corporation prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
appointment informationdate time anymessage,closed
,closed
would like to inquire about the property at maxie highway crowley la,closed
